record_id,doi,title,year,venue,source_databases,query_ids,openalex_id,crossref_url,identification_status,screen_title_abstract,screen_title_abstract_reason,fulltext_status,screen_fulltext,screen_fulltext_reason,evidence_lanes,A_trait,A_manipulated,pollinator_response_measured,antagonist_response_measured,common_reproductive_outcome,selection_form,cue_architecture,evolutionary_level,causal_strength,claim_ceiling,study_region,country_or_ocean_basin,latitude_reported,longitude_reported,spatial_grain,spatial_extent,single_site_vs_multisite,geographic_contrast,receiver_assemblage_contrast,biogeographic_context,historical_or_phylogenetic_context,notes
SCHPRISMA-000684,10.26786/1920-7603(2026)909,Reproductive ecology of the aromatic plant Agastache mexicana (Lamiaceae): A valuable species to be used in urban pollinator gardens,2026,Journal of Pollination Ecology,OPENALEX,Q09;Q10;Q13,https://openalex.org/W7166358630,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000685,10.3354/esr00291,Reproductive ecology of the western silvery aster Symphyotrichum sericeum in Canada,2010,Endangered Species Research,OPENALEX,Q12,https://openalex.org/W2095059307,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000686,10.1111/1365-2435.12004,Reproductive escape: annual plant responds to butterfly eggs by accelerating seed production,2012,Functional Ecology,OPENALEX,Q01;Q05;Q06,https://openalex.org/W2097281190,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000687,10.1111/evo.13546,Reproductive isolation in alpine gingers: How do coexisting Roscoea ( R. purpurea and R. tumjensis ) conserve species integrity?,2018,Evolution,OPENALEX,Q13,https://openalex.org/W2890319208,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000688,10.1111/1442-1984.12406,Reproductive phenology of critical native plant species for mineland restoration in the eastern Amazon,2023,Plant Species Biology,OPENALEX,Q12,https://openalex.org/W4328127118,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000689,10.7751/telopea8127,Reproductive success and pollination of the Tuncurry Midge Orchid (Genoplesium littorale) (Orchidaceae) by Chloropid Flies,2015,Telopea,OPENALEX,Q01,https://openalex.org/W1997666809,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000690,10.15517/rbt.v63i2.14160,"Reproductive success of Cabralea canjerana (Meliaceae) in Atlantic forest fragments, Brazil",2015,Revista de Biología Tropical,OPENALEX,Q12,https://openalex.org/W2134604137,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000691,10.1111/plb.70209,Resilience of floral scent emission after florivory,2026,Plant Biology,OPENALEX,Q01;Q02;Q05;Q06;Q10;Q11,https://openalex.org/W7140329894,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000692,10.1093/botlinnean/boad079,"Resilience to summer bushfire in the threatened orchid, Caladenia tessellata, in terms of pollination success, herbivory, and mycorrhizal associations",2024,Botanical Journal of the Linnean Society,OPENALEX,Q05;Q08,https://openalex.org/W4391993920,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000693,,Resource allocation for acorn production: A comparison across species pairs of oaks with contrasting acorn production patterns and water use strategies,2017,Lincoln (University of Nebraska),OPENALEX,Q12,https://openalex.org/W2771138931,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000694,10.1371/journal.pbio.0060122,Resource Heterogeneity Moderates the Biodiversity-Function Relationship in Real World Ecosystems,2008,PLoS Biology,OPENALEX,Q08,https://openalex.org/W2140404589,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000695,10.1111/aen.12629,Review of the chemical ecology of homoterpenes in arthropod–plant interactions,2023,Austral Entomology,OPENALEX,Q01;Q02;Q05;Q10,https://openalex.org/W4319791835,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000696,10.1093/biolinnean/blae086,Revisiting ant-plant-pollinator interactions: plant fitness depends on mutualist identity,2024,Biological Journal of the Linnean Society,OPENALEX,Q12,https://openalex.org/W4402966119,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000697,10.1111/jen.13392,Rocksitter Flies (Lauxaniidae: Cestrotus) are Key‐Pollinators of Ceropegia pulchellior —A Threatened and Localised South African Endemic With Foetid‐Scented Flowers,2024,Journal of Applied Entomology,OPENALEX,Q01;Q05,https://openalex.org/W4405882138,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000698,10.1111/j.1365-313x.2011.04515.x,Role of aromatic aldehyde synthase in wounding/herbivory response and flower scent production in different Arabidopsis ecotypes,2011,The Plant Journal,OPENALEX,Q01;Q05,https://openalex.org/W2113877382,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000699,10.1093/cz/zoy099,Role of conspecifics and personal experience on behavioral avoidance of contaminated flowers by bumblebees,2018,Current Zoology,OPENALEX,Q02;Q04;Q13,https://openalex.org/W2903995078,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000700,10.1111/1365-2745.12464,Root herbivory indirectly affects above‐ and below‐ground community members and directly reduces plant performance,2015,Journal of Ecology,OPENALEX,Q09,https://openalex.org/W1917181205,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000701,,"Roślinne substancje lotne - budowa, biosynteza i rola w oddziaływaniach środowiskowych",2015,,OPENALEX,Q05,https://openalex.org/W2527642292,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000702,10.1590/0102-33062020abb0408,Safe sex: ant defense does not interfere with pollination in passion flowers,2021,Acta Botanica Brasilica,OPENALEX,Q05;Q09,https://openalex.org/W3204893162,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000703,10.1111/j.1469-8137.2011.04035.x,Safe sex in plants,2012,New Phytologist,OPENALEX,Q05;Q13,https://openalex.org/W1957174883,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000704,,Samspelet mellan växter och djur och evolution av blommor och blomningstid hos strandtrav,2007,KTH Publication Database DiVA (KTH Royal Institute of Technology),OPENALEX,Q08,https://openalex.org/W7111512265,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000705,10.1111/j.1523-1739.2006.00593.x,"Scale‐Dependent Effects of Habitat Fragmentation on Hawthorn Pollination, Frugivory, and Seed Predation",2006,Conservation Biology,OPENALEX,Q12,https://openalex.org/W2027282032,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000706,10.1002/9780470015902.a0000909.pub2,Secondary Metabolites: Attracting Pollinators,2019,Encyclopedia of Life Sciences,OPENALEX,Q02;Q03;Q04,https://openalex.org/W2939159493,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000707,10.1007/s10646-023-02720-0,Seed treatment with clothianidin induces changes in plant metabolism and alters pollinator foraging preferences,2023,Ecotoxicology,OPENALEX,Q05;Q08;Q09,https://openalex.org/W4389428129,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000708,10.1111/jse.12908,Selection to attract pollinators and to confuse antagonists specializes fig–pollinator chemical communications,2022,Journal of Systematics and Evolution,OPENALEX,Q01;Q05;Q11,https://openalex.org/W4289948526,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000709,10.1111/j.1420-9101.2008.01669.x,Selective nectar robbing in a gynodioecious plant (Glechoma longituba) enhances female advantage,2008,Journal of Evolutionary Biology,OPENALEX,Q09;Q10;Q12;Q13,https://openalex.org/W2022629354,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000710,10.1371/journal.pone.0132522,Selective Pressures Explain Differences in Flower Color among Gentiana lutea Populations,2015,PLoS ONE,OPENALEX,Q06;Q10;Q12,https://openalex.org/W862945032,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000711,10.1111/j.1469-8137.2011.03785.x,Selective seed abortion induced by nectar robbing in the selfing plant Comastoma pulmonarium,2011,New Phytologist,OPENALEX,Q13,https://openalex.org/W2101437210,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000712,,Selenium Accumulation in Brassicaceae Plant Species and its Biotransfer to Insect Pollinators,2012,eScholarship (California Digital Library),OPENALEX,Q08;Q09,https://openalex.org/W263873038,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000713,10.1111/j.1558-5646.2007.00312.x,SEQUENTIAL CONFLICTING SELECTION DUE TO MULTISPECIFIC INTERACTIONS TRIGGERS EVOLUTIONARY TRADE-OFFS IN A MONOCARPIC HERB,2008,Evolution,OPENALEX,Q12,https://openalex.org/W2029054339,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000714,10.1007/s00442-019-04539-1,Settling on leaves or flowers: herbivore feeding site determines the outcome of indirect interactions between herbivores and pollinators,2019,Oecologia,OPENALEX,Q01;Q02;Q05;Q07;Q09;Q10;Q11,https://openalex.org/W2989188993,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000715,10.1002/ece3.3014,Sex‐biased oviposition by a nursery pollinator on a gynodioecious host plant: Implications for breeding system evolution and evolution of mutualism,2017,Ecology and Evolution,OPENALEX,Q01;Q02;Q03;Q05;Q08;Q09;Q10;Q12,https://openalex.org/W2619306434,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000716,10.1002/ajb2.70207,"Sex‐biased seed predation in a gynodioecious species, Sidalcea campestris",2026,American Journal of Botany,OPENALEX,Q10,https://openalex.org/W7161062153,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000717,10.1111/1442-1984.12191,Sex‐biased seed predation in gynodioecious Dianthus superbus var. longicalycinus (Capryophyllaceae) and differential influence of two seed predator species on the floral traits,2017,Plant Species Biology,OPENALEX,Q12,https://openalex.org/W2759854806,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000718,10.1002/ece3.4378,Sexual and temporal variations in floral scent in the subdioecious shrub Eurya japonica Thunb,2018,Ecology and Evolution,OPENALEX,Q01;Q02;Q03;Q05;Q12,https://openalex.org/W2884918764,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000719,10.1093/aob/mcr217,Sexual Plant Reproduction,2011,Annals of Botany,OPENALEX,Q08,https://openalex.org/W2087545324,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000720,10.1034/j.1600-0706.2001.940209.x,Shift to mutualism in parasitic lineages of the fig/fig wasp interaction,2001,Oikos,OPENALEX,Q13,https://openalex.org/W2166658457,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000721,10.33338/ef.48444,"Silene latifolia temporal patterns of volatile induction and suppression after floral interaction by the nursery pollinator, Hadena bicruris (Lepidoptera: Noctuidae)",2015,Entomologica Fennica,OPENALEX,Q01;Q03;Q05;Q09,https://openalex.org/W210544365,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000722,10.1093/aob/mcab129,Simulated herbivory enhances leaky sex expression in the dioecious herb Mercurialis annua,2021,Annals of Botany,OPENALEX,Q01;Q06;Q08;Q10,https://openalex.org/W3206158289,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000723,10.1002/ajb2.1403,Simulated pollinator declines intensify selection on floral traits that facilitate selfing and outcrossing in Impatiens capensis,2019,American Journal of Botany,OPENALEX,Q09,https://openalex.org/W2995074257,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000724,10.1093/aob/mcae118,Simulation of early season herbivory via mechanical damage affects flower production in pumpkin (Cucurbita pepo ssp. pepo),2024,Annals of Botany,OPENALEX,Q01;Q05;Q08;Q10;Q11,https://openalex.org/W4401253118,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000725,10.1093/aob/mcaa168,Slippery flowers as a mechanism of defence against nectar-thieving ants,2020,Annals of Botany,OPENALEX,Q02;Q03;Q10;Q11;Q12,https://openalex.org/W3118848224,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000726,10.1101/2020.06.10.144147,Slippery flowers as a mechanism of defence against nectar-thieving ants,2020,bioRxiv (Cold Spring Harbor Laboratory),OPENALEX,Q02;Q03;Q10;Q11;Q12,https://openalex.org/W3034521059,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000727,10.3389/frbee.2024.1357811,Small Amazonian stingless bees: an opportunity for targeted cocoa pollination,2024,Frontiers in Bee Science,OPENALEX,Q01;Q09,https://openalex.org/W4401277005,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000728,10.1371/journal.pone.0312143,Socioecological drivers of mutualistic and antagonistic plant-insect interactions and interaction outcomes in suburban landscapes,2024,PLoS ONE,OPENALEX,Q09;Q10;Q13,https://openalex.org/W4404399337,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000729,10.1111/1365-2745.70067,Soil moisture influences nectar robbing and plant fitness in a primrose species,2025,Journal of Ecology,OPENALEX,Q05;Q08;Q09;Q10;Q13,https://openalex.org/W4410500674,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000730,,Some effects of variability in nectar renewal-rates on the hummingbird-foraging/plant-pollination mutualism,2000,UA Campus Repository (The University of Arizona),OPENALEX,Q10,https://openalex.org/W640900286,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000731,10.1002/ajb2.70102,Sources of variation in plant chemical diversity: Lessons from Malagasy Ficus,2025,American Journal of Botany,OPENALEX,Q12,https://openalex.org/W4414444121,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000732,10.1111/oik.01426,Spatial structure of an individual‐based plant–pollinator network,2014,Oikos,OPENALEX,Q10,https://openalex.org/W2152997032,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000733,10.1111/njb.03014,Spatial variation in scent emission within flowers,2021,Nordic Journal of Botany,OPENALEX,Q11,https://openalex.org/W3177534865,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000734,10.1093/aob/mcx177,"Spatio-temporal arrangement of Chamaerops humilis inflorescences and occupancy patterns by its nursery pollinator, Derelomus chamaeropsis",2017,Annals of Botany,OPENALEX,Q05;Q08;Q12,https://openalex.org/W2782104750,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000735,10.1111/j.1365-2745.2007.01334.x,Spatio‐temporal variation in fruit production and seed predation in a perennial herb influenced by habitat quality and population size,2008,Journal of Ecology,OPENALEX,Q08,https://openalex.org/W2169969543,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000736,10.3390/plants14152266,Spatiotemporal Variations in Nectar Robbing and Its Effects on Reproduction in Salvia castanea Diels (Lamiaceae),2025,Plants,OPENALEX,Q13,https://openalex.org/W4412593772,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000737,10.1016/j.actao.2024.104016,Specialist fig-consuming lepidopterans can inflict costs to plant reproductive success that are mitigated by ant bodyguards,2024,Acta Oecologica,OPENALEX,Q12,https://openalex.org/W4400131152,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000738,10.5091/plecevo.169286,Specialized fly pollination in Apoballis mutata (Araceae): high reproductive success in the absence of a trap system,2026,Plant Ecology and Evolution,OPENALEX,Q10;Q11,https://openalex.org/W7159000266,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000739,10.1093/aobpla/plw091,Species-environment interactions changed by introduced herbivores in an oceanic high-mountain ecosystem,2017,AoB Plants,OPENALEX,Q08;Q10,https://openalex.org/W2570317080,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000740,10.1186/s12870-019-2082-6,Stability of petal color polymorphism: the significance of anthocyanin accumulation in photosynthetic tissues,2019,BMC Plant Biology,OPENALEX,Q12,https://openalex.org/W2989435825,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000741,10.1111/j.1570-7458.2008.00683.x,Start making scents: the challenge of integrating chemistry into pollination ecology,2008,Entomologia Experimentalis et Applicata,OPENALEX,Q01,https://openalex.org/W1967964319,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000742,10.14288/1.0072010,Studies investigating evolutionary transitions in plant reproduction,2011,cIRcle (University of British Columbia),OPENALEX,Q08;Q09;Q10,https://openalex.org/W2344789611,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000743,10.1002/ece3.72812,Study on Floral Syndrome and Breeding System of an Endangered Species Rhododendron nymphaeoides,2025,Ecology and Evolution,OPENALEX,Q13,https://openalex.org/W7116959948,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000744,10.1016/j.envexpbot.2023.105438,Supplemental far-red light influences flowering traits and interactions with a pollinator in tomato crops,2023,Environmental and Experimental Botany,OPENALEX,Q01;Q05;Q08;Q09,https://openalex.org/W4384157236,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000745,10.1101/2025.07.17.665288,"Sweet to arrive, fermented to fly: flower-insect interactions in a Mexican dry forest population of Annona macroprophyllata (Annonaceae)",2025,bioRxiv (Cold Spring Harbor Laboratory),OPENALEX,Q02,https://openalex.org/W4412529209,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000746,10.21203/rs.3.rs-3685202/v1,Symbiotic arbuscular mycorrhiza amplifies herbivory interactions and decreases the energy of floral nectar,2023,Research Square,OPENALEX,Q09,https://openalex.org/W4389381975,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000747,10.1002/ece3.2794,Synergistic effects of floral phytochemicals against a bumble bee parasite,2017,Ecology and Evolution,OPENALEX,Q01;Q10,https://openalex.org/W2588388391,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000748,10.3389/fpls.2021.791680.s001,Table_1_Leaf Induction Impacts Behavior and Performance of a Pollinating Herbivore.XLSX,2021,Figshare,OPENALEX,Q01;Q05;Q08;Q10,https://openalex.org/W4200562029,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000749,10.3389/fpls.2021.791680.s002,Table_2_Leaf Induction Impacts Behavior and Performance of a Pollinating Herbivore.XLSX,2021,Figshare,OPENALEX,Q01;Q05;Q08;Q10,https://openalex.org/W4200568641,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000750,10.1201/9781003681755-4,Terpenoids and Their Multifunctional Roles in Plant Defense and Ecology,2026,,OPENALEX,Q01,https://openalex.org/W7167491026,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000751,10.26786/1920-7603(2019)540,Testing how antagonistic interactions impact the robustness of plant-pollinator networks,2019,Journal of Pollination Ecology,OPENALEX,Q13,https://openalex.org/W2965143189,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000752,10.1111/1365-2745.13135,Testing the Distraction Hypothesis: Do extrafloral nectaries reduce ant‐pollinator conflict?,2019,Journal of Ecology,OPENALEX,Q01;Q05,https://openalex.org/W2913733831,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000753,10.1073/pnas.0901387106,The bouquet of grapevine ( Vitis vinifera L. cv. Cabernet Sauvignon) flowers arises from the biosynthesis of sesquiterpene volatiles in pollen grains,2009,Proceedings of the National Academy of Sciences,OPENALEX,Q01;Q05,https://openalex.org/W2027010793,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000754,,"The breeding system and demography of the Transvaal Sesame-bush, Sesamothamnus lugardii (Pedaliaceae)",2019,ResearchSpace (University of KwaZulu-Natal),OPENALEX,Q01;Q02;Q04;Q05;Q09;Q10;Q13,https://openalex.org/W3096066085,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000755,10.1111/j.1469-8137.2006.01845.x,The chemical nature of fetid floral odours in stapeliads (Apocynaceae‐Asclepiadoideae‐Ceropegieae),2006,New Phytologist,OPENALEX,Q01;Q05,https://openalex.org/W2085216225,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000756,10.22032/dbt.50027,The circadian timing system in Nicotiana attenuata: a functional connection between the circadian clock and hormone signaling in plant-insect interactions,2021,Common Library Network (Der Gemeinsame Bibliotheksverbund),OPENALEX,Q05,https://openalex.org/W3201623931,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000757,10.1111/plb.12080,"The comparative reproductive biology of a tetraploid species, H edychium villosum, and its diploid progenitor H . tenuiflorum( Z ingiberaceae)",2013,Plant Biology,OPENALEX,Q09;Q13,https://openalex.org/W2127117362,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000758,10.1890/0012-9658(1999)080[0125:tcofhf]2.0.co;2,THE CONSEQUENCES OF FLORAL HERBIVORY FOR POLLINATOR SERVICE TOISOMERIS ARBOREA,1999,Ecology,OPENALEX,Q08,https://openalex.org/W2149635784,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000759,10.1093/jpe/rtad036,The conspicuously large bracts influence reproductive success in Thunia alba (Orchidaceae),2023,Journal of Plant Ecology,OPENALEX,Q09;Q10;Q12;Q13,https://openalex.org/W4388594823,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000760,10.1086/705584,The Context Dependence of Pollinator-Mediated Selection in Natural Populations,2019,International Journal of Plant Sciences,OPENALEX,Q01;Q02;Q03;Q08;Q09;Q10;Q12,https://openalex.org/W2981026205,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000761,10.1111/j.1420-9101.2011.02436.x,The contribution of a pollinating seed predator to selection on Silene latifolia females,2011,Journal of Evolutionary Biology,OPENALEX,Q12,https://openalex.org/W1566594765,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000762,10.1007/s00442-016-3703-5,The dilemma of being a fragrant flower: the major floral volatile attracts pollinators and florivores in the euglossine-pollinated orchid Dichaea pendula,2016,Oecologia,OPENALEX,Q02,https://openalex.org/W2508137164,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000763,10.1890/03-0390,THE DUAL ROLE OF FLORAL TRAITS: POLLINATOR ATTRACTION AND PLANT DEFENSE,2004,Ecology,OPENALEX,Q13,https://openalex.org/W2163369687,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000764,10.3390/insects13040393,The Early Season Community of Flower-Visiting Arthropods in a High-Altitude Alpine Environment,2022,Insects,OPENALEX,Q01;Q09,https://openalex.org/W4224127940,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000765,,The Ecological Consequences and Adaptive Function of Nectar Secondary Metabolites,2010,TSpace (University of Toronto),OPENALEX,Q01;Q03;Q04;Q10;Q12;Q13,https://openalex.org/W1169004872,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000766,10.25148/etd.fidc000730,The Ecology of Extrafloral Nectar in Senna mexicana var. chapmanii,2016,,OPENALEX,Q08;Q12;Q13,https://openalex.org/W2559101903,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000767,,The Ecology of Floral Signals in Penstemon digitalis,2016,KTH Publication Database DiVA (KTH Royal Institute of Technology),OPENALEX,Q11,https://openalex.org/W2524381471,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000768,,The ecology of pollination and nectar robbing in Linaria vulgaris in the Colorado Rocky Mountains,2004,TSpace (University of Toronto),OPENALEX,Q01;Q03;Q04;Q08;Q10;Q12;Q13,https://openalex.org/W7133015872,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000769,,The effect of aphids in parasitoid-caterpillar-plant interactions,2007,VTechWorks (Virginia Tech),OPENALEX,Q08;Q10;Q12;Q13,https://openalex.org/W2581271744,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000770,10.53846/goediss-8987,The effect of diversified crop rotations with faba beans (Vicia faba L.) on pollinators and pollination services,2021,,OPENALEX,Q08;Q13,https://openalex.org/W4213032316,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000771,10.1093/aob/mcae057,The effect of global change on the expression and evolution of floral traits,2024,Annals of Botany,OPENALEX,Q01;Q02;Q03;Q04;Q05;Q06;Q07;Q08;Q09;Q10;Q11;Q12;Q13,https://openalex.org/W4394761049,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000772,10.1093/aob/mcaf258,The effect of herbivory on pollinators: a revisited meta-analysis,2025,Annals of Botany,OPENALEX,Q05;Q08;Q10;Q11,https://openalex.org/W4415241059,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000773,10.3732/ajb.1100295,The effect of mammalian herbivory on inflorescence architecture in ornithophilous Babiana (Iridaceae): Implications for the evolution of a bird perch,2012,American Journal of Botany,OPENALEX,Q08;Q12,https://openalex.org/W2122733790,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000774,10.1371/journal.pone.0080934,The Effect of Pollen Source vs. Flower Type on Progeny Performance and Seed Predation under Contrasting Light Environments in a Cleistogamous Herb,2013,PLoS ONE,OPENALEX,Q12,https://openalex.org/W2007623793,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000775,10.1007/s10682-016-9878-8,The effect of pollinators and herbivores on selection for floral signals: a case study in Brassica rapa,2016,Evolutionary Ecology,OPENALEX,Q10;Q11,https://openalex.org/W2567715265,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000776,10.5167/uzh-157675,"The effect of pollinators, herbivores and predators on floral trait evolution",2018,Zurich Open Repository and Archive (University of Zurich),OPENALEX,Q01;Q02;Q03;Q05;Q06;Q07;Q08;Q09;Q10;Q11;Q12,https://openalex.org/W2943657423,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
